LFG1,LFG10,LFG11,LFG12,LFG13,LFG14,LFG15,LFG16,LFG17,LFG18,LFG19,LFG2,LFG20,LFG21,LFG22,LFG23,LFG24,LFG25,LFG26,LFG27,LFG28,LFG29,LFG3,LFG30,LFG31,LFG32,LFG33,LFG34,LFG35,LFG36,LFG37,LFG38,LFG39,LFG4,LFG40,LFG41,LFG42,LFG43,LFG44,LFG45,LFG46,LFG47,LFG48,LFG49,LFG5,LFG50,LFG51,LFG52,LFG53,LFG54,LFG55,LFG56,LFG57,LFG58,LFG59,LFG6,LFG60,LFG61,LFG62,LFG63,LFG64,LFG7,LFG8,LFG9,LFS1,LFS2,LFS3,LFS4
89.882,100.78399999999999,309.758,-6.2620000000000005,7.617999999999995,21.758000000000003,499.706,-181.802,-5.899999999999977,29.927999999999997,-191.898,154.758,-366.254,27.951999999999998,46.66199999999998,122.028,-91.03999999999999,-187.976,-375.418,-654.304,-506.608,-48.442,261.876,57.04400000000001,16.177999999999997,112.55,232.216,66.056,230.572,-323.156,186.84,302.038,126.206,-52.44399999999999,-107.576,411.53999999999996,471.302,739.564,221.314,-133.724,123.994,61.52999999999997,328.678,151.404,17.708,96.7460000000001,195.648,24.954000000000008,331.778,2.151999999999987,-130.19000000000005,117.066,706.9159999999999,682.088,8.381999999999998,109.298,142.568,116.244,-5.730000000000018,144.06799999999998,217.172,64.458,-130.168,48.95,154.986,-49.632000000000005,156.164,397.518
67.882,59.784,278.758,-8.262,38.617999999999995,10.758000000000003,409.706,-245.802,-4.899999999999977,-93.072,-184.898,145.758,-283.254,2.951999999999998,107.66199999999998,165.02800000000002,-166.04,-227.976,-420.418,-705.304,-435.608,1.5579999999999998,240.876,102.04400000000001,29.177999999999997,116.55,249.216,98.056,180.572,-267.156,241.84,274.038,170.206,-39.44399999999999,-83.576,427.53999999999996,449.302,730.564,215.314,-118.724,102.994,68.52999999999997,310.678,132.404,54.708,84.7460000000001,156.648,20.954000000000008,347.778,13.151999999999987,-85.19000000000005,118.066,733.9159999999999,640.088,6.381999999999998,77.298,130.568,107.244,-24.730000000000018,157.06799999999998,212.172,42.458,-187.168,24.950000000000003,191.986,-37.632000000000005,192.164,425.518
48.882,4.783999999999999,232.75799999999998,-49.262,46.617999999999995,12.758000000000003,357.706,-255.802,-13.899999999999977,-447.072,-304.898,123.75800000000001,-196.254,-35.048,168.66199999999998,201.02800000000002,-152.04,-210.976,-310.418,-515.304,-271.608,70.55799999999999,210.876,137.044,51.178,134.55,310.216,197.05599999999998,239.572,-104.156,336.84000000000003,311.038,230.206,-37.44399999999999,-24.576,441.53999999999996,447.302,766.564,231.314,-87.724,90.994,59.52999999999997,288.678,132.404,78.708,73.7460000000001,162.648,57.95400000000001,370.778,7.151999999999987,-47.190000000000055,124.066,740.9159999999999,603.088,13.381999999999998,83.298,137.568,123.244,-46.73000000000002,172.06799999999998,221.172,42.458,-204.168,-13.049999999999997,208.986,-40.632000000000005,206.164,396.518
44.882,-24.216,174.75799999999998,-81.262,47.617999999999995,-13.241999999999997,341.706,-247.802,-65.89999999999998,-560.072,-347.898,86.75800000000001,-113.25399999999999,-42.048,207.66199999999998,180.02800000000002,-120.03999999999999,-173.976,-115.418,-212.304,-97.608,126.55799999999999,170.876,105.04400000000001,67.178,133.55,376.216,284.056,333.572,67.844,356.84000000000003,381.038,260.206,-48.44399999999999,7.4239999999999995,482.53999999999996,486.302,837.564,297.31399999999996,-21.724000000000004,93.994,38.52999999999997,259.678,179.404,87.708,53.746000000000095,202.648,120.95400000000001,397.778,7.151999999999987,-35.190000000000055,120.066,767.9159999999999,601.088,36.382,103.298,155.568,149.244,-87.73000000000002,188.06799999999998,227.172,22.458,-200.168,-32.05,200.986,-29.632000000000005,222.164,360.518
18.881999999999998,-38.216,153.75799999999998,-77.262,38.617999999999995,-48.242,333.706,-229.802,-115.89999999999998,-421.072,-264.898,23.75800000000001,-32.254,-7.048000000000002,183.66199999999998,174.02800000000002,-159.04,-155.976,75.582,15.695999999999998,26.392,158.558,141.876,79.04400000000001,65.178,130.55,400.216,332.056,391.572,205.844,339.84000000000003,450.038,248.206,-30.44399999999999,57.424,526.54,511.302,898.564,369.31399999999996,26.275999999999996,95.994,34.52999999999997,203.678,264.404,74.708,25.746000000000095,243.648,163.954,399.778,-9.848000000000013,-40.190000000000055,106.066,819.9159999999999,606.088,52.382,110.298,173.568,173.244,-121.73000000000002,189.06799999999998,217.172,14.457999999999998,-215.168,-45.05,168.986,-46.632000000000005,220.164,317.518
-5.118000000000002,-62.216,120.758,-63.262,-1.382000000000005,-103.24199999999999,290.706,-229.802,-175.89999999999998,-317.072,-221.898,-22.24199999999999,-31.253999999999998,-20.048000000000002,139.66199999999998,142.02800000000002,-253.04,-182.976,170.582,127.696,78.392,158.558,98.876,47.04400000000001,41.178,107.55,398.216,348.056,412.572,257.844,323.84000000000003,443.038,202.206,-48.44399999999999,117.424,544.54,478.302,908.564,387.31399999999996,54.275999999999996,87.994,9.529999999999973,163.678,340.404,28.708,-25.253999999999905,288.648,177.954,394.778,-26.848000000000013,-29.190000000000055,100.066,832.9159999999999,599.088,29.381999999999998,134.298,177.568,196.244,-88.73000000000002,205.06799999999998,197.172,-19.542,-227.168,-79.05,125.98599999999999,-94.632,177.164,263.518
-17.118000000000002,-90.21600000000001,89.758,-90.262,-28.382000000000005,-124.24199999999999,299.706,-141.802,-192.89999999999998,-255.072,-257.898,-34.24199999999999,-77.25399999999999,-58.048,100.66199999999998,111.028,-244.04,-208.976,229.582,145.696,79.392,141.558,67.876,32.04400000000001,27.177999999999997,107.55,409.216,347.056,430.572,260.844,298.84000000000003,435.038,157.206,-68.44399999999999,159.424,556.54,436.302,890.564,374.31399999999996,72.276,76.994,-18.470000000000027,152.678,400.404,27.708,-76.2539999999999,400.648,200.954,388.778,-13.848000000000013,-5.190000000000055,83.066,841.9159999999999,628.088,10.381999999999998,150.298,193.568,206.244,-46.73000000000002,197.06799999999998,171.172,-24.542,-193.168,-102.05,116.98599999999999,-124.632,151.164,226.51799999999997
-28.118000000000002,-137.216,76.758,-142.262,-66.382,-159.242,329.706,-103.80199999999999,-199.89999999999998,-180.072,-303.898,-75.24199999999999,-142.254,-102.048,60.66199999999998,90.028,-212.04,-264.976,208.582,99.696,16.392,128.558,42.876,5.044000000000011,-6.822000000000003,100.55,399.216,330.056,404.572,208.844,258.84000000000003,402.038,131.206,-105.44399999999999,143.424,528.54,380.302,845.564,355.31399999999996,61.275999999999996,59.994,-23.470000000000027,191.678,401.404,12.707999999999998,-105.2539999999999,516.648,213.954,413.778,25.151999999999987,26.809999999999945,55.066,833.9159999999999,674.088,-25.618000000000002,145.298,200.568,215.244,-0.7300000000000182,186.06799999999998,150.172,-34.542,-127.168,-156.05,122.98599999999999,-143.632,122.16399999999999,182.51799999999997
-44.118,-168.216,98.758,-220.262,-100.382,-210.242,325.706,-97.80199999999999,-200.89999999999998,-60.072,-332.898,-99.24199999999999,-206.254,-141.048,25.661999999999978,72.028,-144.04,-312.976,145.582,9.695999999999998,-64.608,94.55799999999999,15.875999999999998,-21.95599999999999,-32.822,99.55,366.216,301.056,349.572,114.844,211.84,336.038,85.206,-143.444,116.424,458.53999999999996,311.302,800.564,334.31399999999996,41.275999999999996,38.994,-29.470000000000027,204.678,408.404,-2.2920000000000016,-123.2539999999999,563.648,199.954,387.778,56.15199999999999,56.809999999999945,29.066000000000003,807.9159999999999,699.088,-81.618,106.298,181.568,199.244,49.26999999999998,186.06799999999998,130.172,-42.542,-111.168,-207.05,112.98599999999999,-147.632,71.16399999999999,106.51799999999997
-55.118,-168.216,104.758,-283.262,-104.382,-213.242,294.706,-80.80199999999999,-208.89999999999998,7.927999999999997,-377.898,-117.24199999999999,-260.254,-206.048,4.661999999999978,61.028000000000006,-18.039999999999992,-333.976,52.581999999999994,-106.304,-138.608,28.558,32.876,-49.95599999999999,-48.822,76.55,336.216,267.056,252.572,-1.1560000000000006,208.84,283.038,48.206,-144.444,90.424,387.53999999999996,233.30200000000002,738.564,295.31399999999996,41.275999999999996,28.994,-62.47000000000003,111.678,453.404,0.7079999999999984,-161.2539999999999,513.648,183.954,296.778,72.15199999999999,83.80999999999995,14.066000000000003,785.9159999999999,699.088,-106.618,57.298,144.568,168.244,84.26999999999998,188.06799999999998,112.172,-22.542,-74.168,-232.05,84.98599999999999,-123.632,28.163999999999987,38.51799999999997
-54.118,-159.216,91.758,-334.262,-118.382,-205.242,242.706,-37.802,-190.89999999999998,6.927999999999997,-450.898,-130.242,-308.254,-261.048,-6.338000000000022,60.028000000000006,145.96,-347.976,-14.418000000000006,-199.304,-211.608,-30.442,49.876,-91.95599999999999,-48.822,56.55,326.216,192.05599999999998,160.572,-127.156,208.84,258.038,30.206,-139.444,76.424,336.53999999999996,177.30200000000002,683.564,251.314,63.275999999999996,23.994,-94.47000000000003,72.678,511.404,3.7079999999999984,-185.2539999999999,372.648,158.954,197.77800000000002,96.15199999999999,97.80999999999995,18.066000000000003,762.9159999999999,696.088,-79.618,41.298,138.568,138.244,107.26999999999998,176.06799999999998,105.172,1.4579999999999984,-17.168,-223.05,66.98599999999999,-112.632,-9.836000000000013,-14.482000000000028
-38.118,-117.21600000000001,105.758,-364.262,-98.382,-180.242,228.706,5.198,-138.89999999999998,-17.072000000000003,-551.898,-133.242,-329.254,-260.048,24.661999999999978,52.028000000000006,293.96000000000004,-329.976,-13.418000000000006,-245.304,-257.608,-54.442,76.876,-95.95599999999999,-33.822,39.55,364.216,168.05599999999998,146.572,-227.156,171.84,236.038,33.206,-125.44399999999999,65.424,329.53999999999996,190.30200000000002,666.564,224.314,94.276,30.994,-121.47000000000003,92.678,565.404,25.708,-177.2539999999999,193.648,139.954,140.77800000000002,107.15199999999999,88.80999999999995,44.066,770.9159999999999,694.088,-50.618,36.298,142.568,126.244,115.26999999999998,168.06799999999998,116.172,51.458,43.832,-173.05,58.98599999999999,-101.632,-26.836000000000013,-3.4820000000000277
-19.118000000000002,-70.21600000000001,146.75799999999998,-367.262,-81.382,-163.242,234.706,1.1980000000000004,-105.89999999999998,-73.072,-638.898,-126.24199999999999,-351.254,-208.048,51.66199999999998,71.028,311.96000000000004,-303.976,-8.418000000000006,-257.304,-297.608,-89.44200000000001,107.876,-86.95599999999999,-1.8220000000000027,29.55,377.216,159.05599999999998,154.572,-322.156,144.84,231.038,59.206,-127.44399999999999,41.424,347.53999999999996,241.30200000000002,664.564,204.314,90.276,55.994,-128.47000000000003,91.678,628.404,44.708,-160.2539999999999,14.647999999999996,131.954,108.778,90.15199999999999,89.80999999999995,75.066,828.9159999999999,688.088,-6.618000000000002,35.298,153.568,116.244,83.26999999999998,159.06799999999998,137.172,99.458,66.832,-105.05,79.98599999999999,-75.632,-27.836000000000013,37.51799999999997
-10.118000000000002,-26.216,181.75799999999998,-356.262,-44.382000000000005,-142.242,317.706,-0.8019999999999996,-87.89999999999998,-73.072,-693.898,-142.242,-368.254,-153.048,33.66199999999998,102.028,270.96000000000004,-270.976,11.581999999999994,-204.304,-327.608,-117.44200000000001,128.876,-76.95599999999999,29.177999999999997,10.55,424.216,171.05599999999998,174.572,-398.156,136.84,229.038,63.206,-111.44399999999999,18.424,374.53999999999996,280.302,656.564,185.314,68.276,78.994,-128.47000000000003,74.678,684.404,70.708,-153.2539999999999,-127.352,133.954,46.778000000000006,58.15199999999999,73.80999999999995,80.066,898.9159999999999,696.088,31.381999999999998,28.298,165.568,95.244,39.26999999999998,129.06799999999998,126.172,113.458,47.832,-63.05,121.98599999999999,-46.632000000000005,-29.836000000000013,90.51799999999997
15.881999999999998,1.783999999999999,213.75799999999998,-302.262,9.617999999999995,-110.24199999999999,381.706,18.198,-19.899999999999977,17.927999999999997,-706.898,-129.242,-345.254,-115.048,52.66199999999998,173.02800000000002,233.96,-202.976,44.581999999999994,-99.304,-335.608,-124.44200000000001,162.876,-43.95599999999999,74.178,-10.45,473.216,208.05599999999998,233.572,-426.156,208.84,256.038,104.206,-77.44399999999999,31.424,421.53999999999996,332.302,691.564,226.314,58.275999999999996,90.994,-146.47000000000003,36.678,754.404,110.708,-127.2539999999999,-207.352,157.954,1.7780000000000058,19.151999999999987,36.809999999999945,60.066,956.9159999999999,731.088,62.382,59.298,177.568,86.244,-11.730000000000018,88.06799999999998,103.172,131.458,28.832,10.950000000000003,169.986,9.367999999999995,11.163999999999987,170.51799999999997
19.881999999999998,4.783999999999999,223.75799999999998,-278.262,33.617999999999995,-107.24199999999999,359.706,30.198,40.10000000000002,83.928,-654.898,-124.24199999999999,-326.254,-138.048,50.66199999999998,202.02800000000002,162.96,-183.976,-11.418000000000006,-94.304,-392.608,-158.442,175.876,-68.95599999999999,73.178,-66.45,457.216,150.05599999999998,221.572,-466.156,223.84,268.038,124.206,-35.44399999999999,32.424,454.53999999999996,371.302,746.564,268.31399999999996,67.276,96.994,-162.47000000000003,33.678,806.404,135.708,-91.2539999999999,-254.352,165.954,-15.221999999999994,-17.848000000000013,-38.190000000000055,37.066,975.9159999999999,735.088,84.382,93.298,173.568,72.244,-65.73000000000002,44.067999999999984,82.172,138.458,-5.167999999999999,60.95,218.986,73.368,78.16399999999999,260.518
14.881999999999998,3.783999999999999,244.75799999999998,-224.262,61.617999999999995,-77.24199999999999,346.706,58.198,74.10000000000002,79.928,-554.898,-123.24199999999999,-277.254,-157.048,85.66199999999998,225.02800000000002,78.96000000000001,-139.976,58.581999999999994,-92.304,-393.608,-128.442,204.876,-62.95599999999999,91.178,-81.45,512.216,181.05599999999998,262.572,-383.156,193.84,300.038,161.206,-3.4439999999999884,18.424,460.53999999999996,361.302,741.564,239.314,76.276,95.994,-190.47000000000003,16.677999999999997,819.404,185.708,-37.253999999999905,-303.352,150.954,-52.221999999999994,-63.84800000000001,-120.19000000000005,0.0660000000000025,960.9159999999999,714.088,75.382,130.298,150.568,36.244,-135.73000000000002,3.0679999999999836,52.172,173.458,4.832000000000001,89.95,242.986,110.368,120.16399999999999,323.518
-7.118000000000002,-33.216,236.75799999999998,-194.262,63.617999999999995,-50.242,339.706,88.19800000000001,84.10000000000002,44.928,-419.898,-145.242,-240.254,-186.048,137.66199999999998,239.02800000000002,-54.03999999999999,-101.976,223.582,-71.304,-329.608,-74.44200000000001,205.876,-25.95599999999999,107.178,-98.45,514.216,231.05599999999998,253.572,-267.156,149.84,323.038,191.206,8.556000000000012,-23.576,488.53999999999996,365.302,730.564,209.314,109.276,123.994,-200.47000000000003,21.677999999999997,846.404,172.708,81.7460000000001,-319.352,153.954,-69.222,-81.84800000000001,-136.19000000000005,-16.933999999999997,977.9159999999999,727.088,76.382,116.298,146.568,19.244,-183.73000000000002,-10.932000000000016,62.172,176.458,38.832,63.95,262.986,150.368,158.164,365.518
-38.118,-76.21600000000001,204.75799999999998,-151.262,39.617999999999995,-18.241999999999997,298.706,117.19800000000001,100.10000000000002,96.928,-220.898,-152.242,-175.254,-242.048,196.66199999999998,260.028,-177.04,-67.976,414.582,85.696,-161.608,22.558,214.876,38.04400000000001,134.178,-85.45,525.216,281.056,205.572,-124.156,185.84,352.038,192.206,31.55600000000001,-60.576,498.53999999999996,373.302,705.564,223.314,136.276,148.994,-184.47000000000003,42.678,845.404,167.708,198.7460000000001,-298.352,140.954,-81.222,-98.84800000000001,-149.19000000000005,-14.933999999999997,1006.9159999999999,756.088,54.382,116.298,135.568,-3.7560000000000002,-224.73000000000002,-27.932000000000016,75.172,183.458,88.832,20.950000000000003,281.986,184.368,178.164,362.518
-52.118,-115.21600000000001,202.75799999999998,-95.262,26.617999999999995,-26.241999999999997,304.706,100.19800000000001,88.10000000000002,239.928,-17.898000000000003,-136.242,-105.25399999999999,-255.048,220.66199999999998,260.028,-271.03999999999996,-67.976,528.582,316.696,15.392,110.55799999999999,193.876,76.04400000000001,137.178,-82.45,523.216,278.056,154.572,24.844,263.84000000000003,381.038,185.206,69.55600000000001,-68.576,509.53999999999996,390.302,679.564,293.31399999999996,170.276,172.994,-144.47000000000003,74.678,826.404,165.708,290.7460000000001,-194.352,149.954,-88.222,-104.84800000000001,-149.19000000000005,8.066000000000003,1047.916,825.088,78.382,84.298,149.568,-16.756,-211.73000000000002,-23.932000000000016,98.172,161.458,118.832,-17.049999999999997,280.986,205.368,177.164,332.518
-30.118000000000002,-113.21600000000001,265.758,13.738,59.617999999999995,5.758000000000003,317.706,85.19800000000001,116.10000000000002,368.928,181.102,-99.24199999999999,-8.253999999999998,-163.048,242.66199999999998,282.028,-294.03999999999996,-74.976,595.582,543.696,198.392,210.558,199.876,100.04400000000001,155.178,-78.45,524.216,309.056,165.572,201.844,369.84000000000003,429.038,179.206,120.55600000000001,18.424,515.54,392.302,646.564,360.31399999999996,187.276,175.994,-96.47000000000003,97.678,784.404,181.708,361.7460000000001,-60.352000000000004,178.954,-102.222,-124.84800000000001,-131.19000000000005,14.066000000000003,1050.916,908.088,82.382,72.298,157.568,-34.756,-185.73000000000002,-23.932000000000016,103.172,158.458,155.832,-15.049999999999997,261.986,191.368,172.164,292.518
-32.118,-109.21600000000001,310.758,58.738,99.618,19.758000000000003,297.706,100.19800000000001,100.10000000000002,393.928,260.102,-62.24199999999999,53.746,-51.048,182.66199999999998,248.02800000000002,-243.04,-117.976,596.582,641.696,309.392,267.558,200.876,118.04400000000001,142.178,-73.45,508.216,329.056,165.572,318.844,444.84000000000003,425.038,148.206,151.556,122.424,511.53999999999996,387.302,627.564,408.31399999999996,188.276,175.994,-57.47000000000003,88.678,764.404,198.708,422.7460000000001,110.648,180.954,-125.222,-132.848,-116.19000000000005,10.066000000000003,1047.916,1010.088,49.382,58.298,146.568,-50.756,-132.73000000000002,-13.932000000000016,90.172,145.458,199.832,-16.049999999999997,251.986,157.368,175.164,269.518
-17.118000000000002,-96.21600000000001,321.758,64.738,156.618,68.75800000000001,300.706,133.198,69.10000000000002,346.928,244.102,-28.24199999999999,72.74600000000001,15.951999999999998,151.66199999999998,230.02800000000002,-166.04,-142.976,572.582,669.696,373.392,316.558,182.876,119.04400000000001,128.178,-54.45,500.216,340.056,152.572,383.844,486.84000000000003,405.038,142.206,148.556,246.424,502.53999999999996,394.302,617.564,424.31399999999996,183.276,157.994,-48.47000000000003,57.678,744.404,197.708,462.7460000000001,375.648,173.954,-146.22199999999998,-109.84800000000001,-117.19000000000005,-2.9339999999999975,1066.916,1086.088,16.381999999999998,50.298,134.568,-62.756,-32.73000000000002,-2.9320000000000164,61.172,137.458,262.832,-5.049999999999997,217.986,117.368,175.164,253.51799999999997
-22.118000000000002,-100.21600000000001,286.758,11.738,165.618,75.75800000000001,290.706,148.198,7.100000000000023,228.928,140.102,-3.2419999999999902,35.746,17.951999999999998,157.66199999999998,193.02800000000002,-128.04,-193.976,472.582,602.696,346.392,308.558,158.876,74.04400000000001,89.178,-56.45,485.216,311.056,75.572,359.844,420.84000000000003,345.038,99.206,95.55600000000001,274.424,498.53999999999996,424.302,617.564,411.31399999999996,194.276,145.994,-41.47000000000003,45.678,709.404,155.708,503.7460000000001,689.648,176.954,-131.22199999999998,-50.84800000000001,-89.19000000000005,-10.933999999999997,1079.916,1107.088,-1.618000000000002,34.298,133.568,-54.756,137.26999999999998,24.067999999999984,50.172,113.458,327.832,-22.049999999999997,204.986,84.368,152.164,219.51799999999997
-6.118000000000002,-80.21600000000001,282.758,-1.2620000000000005,169.618,59.758,300.706,145.198,-47.89999999999998,158.928,66.102,21.75800000000001,34.746,106.952,217.66199999999998,172.02800000000002,-151.04,-232.976,341.582,494.696,322.392,295.558,137.876,44.04400000000001,66.178,-42.45,450.216,266.056,-9.428,276.844,311.84000000000003,300.038,87.206,92.55600000000001,224.424,465.53999999999996,436.302,594.564,365.31399999999996,194.276,94.994,-69.47000000000003,40.678,628.404,103.708,481.7460000000001,880.648,164.954,-139.22199999999998,-11.848000000000013,-79.19000000000005,-40.934,1046.916,1048.088,-45.618,43.298,110.56800000000001,-53.756,303.27,30.067999999999984,26.171999999999997,119.458,355.832,-35.05,202.986,30.367999999999995,94.16399999999999,149.51799999999997
-13.118000000000002,-55.216,310.758,20.738,164.618,67.75800000000001,277.706,127.19800000000001,-64.89999999999998,90.928,30.101999999999997,33.75800000000001,63.746,534.952,219.66199999999998,158.02800000000002,-232.04,-257.976,226.582,426.696,301.392,261.558,150.876,42.04400000000001,54.178,-47.45,400.216,185.05599999999998,-90.428,159.844,213.84,277.038,85.206,89.55600000000001,156.424,422.53999999999996,421.302,560.564,334.31399999999996,176.276,68.994,-75.47000000000003,31.677999999999997,557.404,49.708,419.7460000000001,937.648,170.954,-99.222,42.15199999999999,-56.190000000000055,-28.933999999999997,1018.9159999999999,979.088,-70.618,65.298,97.56800000000001,-35.756,429.27,44.067999999999984,18.171999999999997,123.458,307.832,-35.05,205.986,-4.632000000000005,86.16399999999999,113.51799999999997
-0.1180000000000021,-27.216,322.758,34.738,189.618,147.758,289.706,105.19800000000001,-24.899999999999977,43.928,13.101999999999997,33.75800000000001,99.74600000000001,1143.952,235.66199999999998,181.02800000000002,-293.03999999999996,-248.976,138.582,389.696,267.392,211.558,176.876,45.04400000000001,70.178,-56.45,370.216,108.056,-135.428,56.844,155.84,261.038,64.206,109.55600000000001,104.424,396.53999999999996,373.302,536.564,308.31399999999996,140.276,64.994,-58.47000000000003,15.677999999999997,526.404,40.708,334.7460000000001,885.648,191.954,-11.221999999999994,103.15199999999999,-24.190000000000055,4.0660000000000025,1003.9159999999999,958.088,-51.618,87.298,108.56800000000001,-2.7560000000000002,478.27,62.067999999999984,19.171999999999997,137.458,223.832,-0.04999999999999716,210.986,-5.632000000000005,132.164,109.51799999999997
5.881999999999998,-6.216000000000001,295.758,9.738,203.618,195.758,289.706,81.19800000000001,21.100000000000023,-29.072000000000003,-31.898000000000003,39.75800000000001,113.74600000000001,1519.952,219.66199999999998,184.02800000000002,-316.03999999999996,-248.976,47.581999999999994,367.696,208.392,136.558,192.876,28.04400000000001,68.178,-86.45,328.216,47.056,-161.428,-35.156,88.84,236.038,59.206,115.55600000000001,87.424,383.53999999999996,295.302,532.564,269.31399999999996,105.276,63.994,-58.47000000000003,23.677999999999997,517.404,16.708,227.7460000000001,722.648,199.954,54.778000000000006,149.152,3.8099999999999454,11.066000000000003,978.9159999999999,943.088,3.381999999999998,85.298,126.56800000000001,31.244,471.27,86.06799999999998,11.171999999999997,109.458,115.832,34.95,219.986,27.367999999999995,170.164,124.51799999999997
31.881999999999998,31.784,256.758,28.738,244.618,224.758,263.706,58.198,85.10000000000002,-66.072,-70.898,54.75800000000001,125.74600000000001,1500.952,212.66199999999998,167.02800000000002,-332.03999999999996,-260.976,5.581999999999994,380.696,184.392,85.55799999999999,203.876,29.04400000000001,95.178,-98.45,311.216,29.055999999999997,-151.428,-100.156,78.84,254.038,95.206,127.55600000000001,80.424,383.53999999999996,235.30200000000002,536.564,221.314,108.276,85.994,-51.47000000000003,62.678,491.404,27.708,105.7460000000001,502.648,201.954,92.778,173.152,6.809999999999945,2.0660000000000025,951.9159999999999,971.088,106.382,77.298,144.568,45.244,420.27,84.06799999999998,-18.828000000000003,98.458,20.832,99.95,255.986,63.367999999999995,177.164,144.51799999999997
53.882,56.784,231.75799999999998,13.738,265.618,261.758,236.706,50.198,119.10000000000002,-93.072,-85.898,70.75800000000001,123.74600000000001,1329.952,197.66199999999998,129.02800000000002,-353.03999999999996,-263.976,-4.418000000000006,392.696,177.392,72.55799999999999,208.876,66.04400000000001,123.178,-112.45,333.216,54.056,-137.428,-99.156,118.84,225.038,142.206,122.55600000000001,77.424,377.53999999999996,194.30200000000002,546.564,185.314,119.276,119.994,-26.470000000000027,82.678,460.404,28.708,11.746000000000095,294.648,192.954,129.77800000000002,175.152,-8.190000000000055,21.066000000000003,919.9159999999999,981.088,203.382,89.298,145.568,49.244,329.27,64.06799999999998,-35.828,88.458,-27.168,110.95,285.986,88.368,180.164,170.51799999999997
37.882,78.78399999999999,176.75799999999998,-58.262,231.618,240.758,200.706,1.1980000000000004,114.10000000000002,-125.072,-119.898,64.75800000000001,84.74600000000001,1119.952,175.66199999999998,106.028,-411.03999999999996,-274.976,-40.418000000000006,357.696,144.392,36.558,192.876,66.04400000000001,101.178,-178.45,341.216,75.056,-169.428,-135.156,130.84,178.038,142.206,87.55600000000001,42.424,359.53999999999996,156.30200000000002,534.564,169.314,124.276,148.994,1.5299999999999727,59.678,438.404,19.708,-49.253999999999905,140.648,179.954,164.77800000000002,156.152,-17.190000000000055,46.066,882.9159999999999,928.088,255.382,60.298,133.568,67.244,234.26999999999998,53.067999999999984,-26.828000000000003,59.458,-85.168,90.95,307.986,111.368,177.164,195.51799999999997
38.882,102.78399999999999,137.75799999999998,-164.262,226.618,200.758,139.706,-19.802,61.10000000000002,-135.072,-143.898,80.75800000000001,23.746000000000002,903.952,155.66199999999998,86.028,-407.03999999999996,-271.976,-95.418,315.696,102.392,5.558,180.876,39.04400000000001,87.178,-224.45,355.216,90.056,-189.428,-144.156,146.84,165.038,103.206,61.55600000000001,21.424,344.53999999999996,99.30200000000002,485.564,124.314,100.276,153.994,-14.470000000000027,40.678,411.404,37.708,-109.2539999999999,24.647999999999996,138.954,178.77800000000002,118.15199999999999,-36.190000000000055,51.066,860.9159999999999,858.088,279.382,10.297999999999998,117.56800000000001,55.244,130.26999999999998,27.067999999999984,-19.828000000000003,26.458,-149.168,82.95,329.986,133.368,167.164,204.51799999999997
53.882,124.78399999999999,98.758,-306.262,180.618,137.758,75.706,-2.8019999999999996,34.10000000000002,-96.072,-146.898,75.75800000000001,-45.254,697.952,91.66199999999998,60.028000000000006,-405.03999999999996,-225.976,-186.418,280.696,30.392,-11.442,172.876,-7.955999999999989,81.178,-253.45,364.216,118.056,-166.428,-178.156,181.84,142.038,74.206,38.55600000000001,-24.576,346.53999999999996,56.30200000000002,449.564,69.314,94.276,141.994,-61.47000000000003,68.678,403.404,27.708,-139.2539999999999,-50.352000000000004,127.95400000000001,195.77800000000002,69.15199999999999,-56.190000000000055,61.066,883.9159999999999,811.088,312.382,-38.702,115.56800000000001,42.244,44.26999999999998,0.06799999999998363,-8.828000000000003,-16.542,-209.168,104.95,365.986,170.368,178.164,216.51799999999997
64.882,166.784,110.758,-355.262,155.618,76.75800000000001,57.706,18.198,52.10000000000002,-51.072,-93.898,73.75800000000001,-39.254,542.952,64.66199999999998,84.028,-373.03999999999996,-165.976,-295.418,179.696,-31.608,-4.442,191.876,-1.9559999999999889,111.178,-239.45,357.216,147.05599999999998,-150.428,-229.156,208.84,171.038,97.206,57.55600000000001,-29.576,354.53999999999996,33.30200000000002,418.564,18.313999999999993,96.276,127.994,-105.47000000000003,107.678,394.404,21.708,-163.2539999999999,-84.352,130.954,189.77800000000002,27.151999999999987,-82.19000000000005,63.066,899.9159999999999,770.088,297.382,-69.702,96.56800000000001,22.244,-35.73000000000002,-25.932000000000016,-20.828000000000003,-34.542,-248.168,137.95,405.986,179.368,176.164,254.51799999999997
42.882,163.784,95.758,-345.262,93.618,-7.241999999999997,14.706,27.198,16.100000000000023,-175.072,-116.898,36.75800000000001,26.746000000000002,362.952,49.66199999999998,121.028,-353.03999999999996,-195.976,-353.418,121.696,-56.608000000000004,-4.442,178.876,-19.95599999999999,113.178,-221.45,324.216,111.056,-168.428,-253.156,220.84,183.038,114.206,63.55600000000001,-42.576,341.53999999999996,-2.697999999999979,363.564,-44.68600000000001,93.276,133.994,-93.47000000000003,122.678,352.404,32.708,-197.2539999999999,-150.352,133.954,136.77800000000002,0.1519999999999868,-80.19000000000005,37.066,872.9159999999999,761.088,252.382,-114.702,50.56800000000001,2.2439999999999998,-96.73000000000002,-38.932000000000016,-31.828000000000003,-67.542,-272.168,119.95,396.986,147.368,149.164,258.518
